State,Partner code, Sales this year ,Last year Sales,GM this year,Protein Sales this year,Protein GM this year,Number of months when ordered,Partner_profil_ORACLE,Sales_Person,Key Accounts,City_village,Region,Active_partner,Population,Size of the shop (m2),Stand_alone_shops,Company_p_in_shops,Sales_channel_p_Shop,Sales_channel_p_Webshop,Sales_channel_p_Distributor,Sales_channel_p_Gym,Sales_channel_p_Other, Amazon_web ,Relationship quality
California,407, 879    ,5031.5733,465.4197,699.1074,378.8769,1,Other,C,0.00,260,34,0,18382,20,,,,,,,,,
California,408, 845    ,0,452.5293,457.806,234.2289,2,Other,B,0.00,248,21,0,,,,,,,,,,,
California,409, 832    ,0,405.5556,398.151,211.0065,1,Shop,B,0.00,166,57,0,165475,30,,,,,,,,,
California,410, 828    ,0,453.9561,169.74,98.2155,1,Shop,B,0.00,85,21,0,,,,,,,,,,,
California,411, 801    ,16911.0609,330.6117,320.1198,121.647,1,Gym,A,0.00,87,35,0,21366,20,,,,,,,,,
California,412, 759    ,0,364.8795,195.9144,91.0077,1,Shop,B,0.00,85,21,1,,80,1,10%,100%,0%,0%,0%,0%,  ,1
California,413, 754    ,0,300.858,440.4015,207.132,1,Gym,B,0.00,98,21,0,232455,,,,,,,,,,
California,414, 739    ,0,412.6404,211.9782,113.0739,1,Shop,C,0.00,88,36,1,,80,1,10%,100%,0%,0%,0%,0%,  ,3
California,415, 716    ,0,375.5682,0,0,1,Shop,D,0.00,110,32,0,895302,30,,,,,,,,,
California,416, 711    ,1765.0131,381.5337,114.5499,62.7177,1,Shop,B,0.00,85,21,1,3624189,1000,0,30%,0%,0%,0%,100%,0%,  ,1
California,417, 687    ,0,333.2808,189.6168,92.7051,1,Shop,B,0.00,183,21,1,95987,,1,20%,100%,0%,0%,0%,0%,  ,1
California,418, 666    ,0,254.0688,504.1278,275.9997,1,Shop,D,0.00,89,23,1,,,0,20%,100%,0%,0%,0%,0%, -      ,6
California,419, 643    ,0,299.1975,427.3143,200.0595,1,Shop,D,0.00,110,32,0,,,0,0%,0%,0%,0%,0%,100%, -      ,
California,420, 602    ,0,264.3393,0,0,1,Shop,D,0.00,261,23,0,,,0,0%,0%,0%,0%,0%,100%, -      ,
California,421, 562    ,0,292.1004,393.231,244.8069,1,Shop,D,0.00,208,23,0,31621,,,,,,,,, -      ,
California,422, 520    ,1047.8001,284.5359,0,0,8,Other,$null$,0.00,$null$,$null$,0,,,,,,,,,, -      ,
California,423, 490    ,6731.913,231.3138,0,0,1,Gym,D,0.00,118,32,0,50305,,,,,,,,, -      ,
California,424, 465    ,578.7519,209.9979,229.149,140.0109,1,Shop,C,0.00,262,24,0,8695,50,,,,,,,, -      ,
California,425, 455    ,0,101.0445,0,0,2,Other,C,0.00,117,34,0,496875,,,,,,,,, -      ,
California,426, 428    ,5656.6839,170.9208,10.455,5.4981,1,Shop,D,0.00,263,32,0,41781,95,,,,,,,, -      ,
California,427, 419    ,0,213.6264,390.6603,211.1787,1,Shop,B,0.00,74,21,0,220553,,,,,,,,, -      ,
California,428, 418    ,1287.7362,173.9712,362.8008,155.9148,1,Shop,D,0.00,205,23,0,36782,,,,,,,,, -      ,
California,429, 412    ,427.3758,273.4413,0,0,1,Shop,B,0.00,232,39,1,200149,30,0,10%,80%,10%,10%,0%,0%, -      ,1
California,430, 411    ,8569.8774,201.9906,308.7054,153.2457,1,Shop,B,0.00,264,21,0,21169,0,,,,,,,, -      ,
California,431, 402    ,0,221.3508,160.884,97.6251,1,Shop,D,0.00,110,32,0,888394,,,,,,,,, -      ,
California,432, 392    ,0,219.4689,0,0,1,Distributor,B,0.00,265,21,0,141313,,,,,,,,, -      ,
California,433, 389    ,413.8212,208.0299,82.041,50.8728,1,Shop,B,0.00,138,21,0,231450,40,,,,,,,, -      ,
California,434, 386    ,434.9157,180.4533,175.5702,87.1455,1,Shop,B,0.00,266,21,0,11156,80,,,,,,,, -      ,
California,435, 369    ,0,208.3743,125.2017,67.5147,1,Shop,B,0.00,180,21,0,21284,,,,,,,,, -      ,
California,436, 369    ,473.9436,172.5936,196.6032,70.971,1,Shop,C,0.00,173,53,0,34176,,,,,,,,, -      ,
California,437, 367    ,0,135.7551,0,0,1,Shop,D,0.00,155,55,0,203609,,,,,,,,, -      ,
California,438, 361    ,0,163.3563,0,0,1,Shop,C,0.00,88,36,0,170202,20,,,,,,,, -      ,
California,439, -      ,-0.0615,-6304.1067,0,-1077.2217,12,Shop,B,0.00,85,21,0,3624189,,,,,,,,, -      ,
California,440, -      ,0,-5.5842,0,2.7429,1,Other,C,0.00,267,30,1,23370,,0,1%,40%,60%,0%,0%,0%, -      ,2
California,441, -      ,0,69.7779,0,27.3921,1,Shop,B,0.00,216,31,0,56953,,,,,,,,, -      ,
California,442, -      ,5473.5123,-170.6871,0,-69.5196,2,Shop,D,0.00,208,23,0,31845,60,,,,,,,, -      ,
California,443, -      ,0,-4208.3097,0,-2238.3294,1,Shop,B,0.00,78,32,0,,,,,,,,,, -      ,
California,444, -      ,1455.9018,-41.6109,0,0,1,Shop,B,0.00,74,21,0,3576716,,,,,,,,, -      ,
